,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",까망토끼,5,남편이 아주 만족해요,버즈를 살까 말까 망설이는 남편을 위해 구매했어요색은 제가 좋아하는 바이올렛제가 폴드4를 샀어서 남편이 미리 결정했더라면 30% 할인 받아서 살수 있었을텐데하고 아쉬워 하던 중 쿠팡에서 27% 할인된 가격으로 나와서 냉큼 구매했어요처음 봤을 때 우와~ 작다 라는 생각이 들었어요보들보들한 촉감이 너무 좋았구요남편의 후기를 들어보면일단 대중 교통에서 타인의 목소리가 안들려서 좋데요편도 2시간씩 대중교통으로 출퇴근 하는 남편의출퇴근 시간의 동반자가 되어가고 있어요버즈 이용해서 남편과 통화할땐 약간의 울림이 있어요남편이 들을땐 아주 잘 들린다고 하고요기존에 넥밴드로 이어폰 사용할땐 통화중 자주 끊겼는데안끊겨서 좋아요@ 장점 : 음질이 좋다               주변 소리가 잘 안들린다               통화도 잘 된다               사용 시간이 길다@ 단점 :  주변소리 차단이 잘 되서 보행중 위험하다                작아서 빠질까 불안하다
11,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*미,5,등록된 헤드라인이 없습니다,기존 버즈2 사용하던 사람이에요~ 아는 언니가 프로를 쓰는데 뭔지 모르게 버즈2보다 쏙 껴지는게 맘에들더라구요~그래서 프로라는 얘기듣고 새로운 버즈2프로겠지 싶어서 냉큼샀는데 그냥프로였네요ㅋㅋㅋ그래도 뜯고 사용해보고싶어서 바로 사용했어요.사고나서 가격이 좀 더내려서 슬펐지만 제품이 문제가 있는게 아니니 사용해봤습니다ㅠㅠ우선 버즈2에 없던 말하면 알아서 외부소리들리게 해주는 기능보고 엄청 깜짝놀랐어요. 대화감지기능이 있더라구요~버즈2는 아들줬는데 이때까지 기능이 있는데 몰라서 못썼나했더니 버즈2에는 없더라구요.그 부분에서 잘샀다 생각했는데 뭔지모르게 무게가 더 가벼운 느낌이라 귀에 껴도 떨어지겠다 이런 느낌이 없어서 좋더라구요~음질은 뭐 말해 뭐하나 싶을정도로 정말 좋구요 버즈2나 버즈2프로나 액티브 노이즈 캔슬링은 잘되는거같아요~핸드폰도 케이스 엄청 사는편인데 버즈케이스들도 너무 귀여워서 4가지 가지고있는데 이번에 새로 아들 버즈2주면서 포켓몬볼사주고 전 삼다수가 좋아서 샀는데 가볍고 귀엽네요^^역시 삼성꺼는 만족입니다~
12,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",blueye,5,갤럭시 사용하면 버즈가 최고인듯 합니다.,"내돈내산 후기입니다. 두번정도의  외도를 제외하고는  쭉  삼성폰만 사용하고 있습니다.그리고 기어아이콘때부터 삼성 이어폰을 쓴 본인으로서는  삼성 폰에는  삼성 이어폰이  효과가 최적이지않나 싶습니다.  버즈2프로 를 사기직전에는  나온지  어느덧 2년이 넘은  버즈 플러스를 사용하고 있었구요. 2년이 넘은 순간부터는 배터리가 맘대로 더라구요. 어느때는 괜찬은것 같다가도 배터리가 순간적으로  광탈되기도 했습니다. 그래서 고민을 한 끝에 버즈2프로를 구입하게 되었으며  사이즈며  음질에   케이스의 다양함까지 아주 만족합니다.사기전에 에어팟쪽과 소니,보스의  음악과 통화음질  다 확인해봤지만  글쎄요 . 전반적으로  버즈2프로가 무난했습니다.  사실 모든 게  다 좋은건 없었어요.그래서  선택하게 되었네요.    저는 버즈2 프로  강력추천합니다.충분한 갑어치를 한다고 봐요."
13,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",쿠팡실구매자,4,"버즈 프로 유저였다면 추천, 가성비는 글쎄...","예전부터 다양한 이어폰을 사용하면서 비교해봤습니다. 버즈 전 시리즈는 물론 WF-1000XM4, 에어팟 시리즈 등 잘 알려진 제품들은 모두 경험해봤는데요. 그 경험을 살려 버즈2 프로에 대해 솔직하게 리뷰하고자 합니다.저는 이전 시리즈인 버즈 프로와 비교하겠습니다.우선 디자인에 대해 말해보자면 유닛의 크기가 15% 작아졌는데, 이 점이 버즈 프로에서 넘어오실 분이 가장 크게 느낄 수 있는 개선점입니다. 특유의 유닛 형태로 여러 이슈가 있던 버즈 프로와 다르게 착용감이 훨씬 편안해졌습니다. 수치로만 봤을 땐 크게 변할 일이 있을까 싶었지만 체감은 훨씬 컸습니다. 그리고 이번엔 전작보다 더 매트한 무광 소재의 강화 플라스틱을 채택해 미끄러움을 방지했습니다. 혹시 이어폰을 꺼내다 미끄러질 확률을 낮춘건 좋은 일입니다.노이즈 캔슬링은 전작도 꽤 훌륭한 성능을 가지고 있었지만 이번 작은 칩셋의 개선으로 일정한 파장의 소음(엔진, 선풍기, 기계 작동음 등)에 대한 억제력이 향상 되었습니다. 바람 소리에 대한 억제력도 좋아졌더군요. 하지만 이어팁의 문제인지 고음(말소리, 차량 브레이크음 등)이 좀 더 들린다는 느낌이 있었습니다. 음질은 드라이버 크기가 줄었다는 소식에 걱정이 들었습니다만... 예상대로였습니다. 저음이 뭉개진다는 느낌이 안들 수가 없었습니다. 다만 중고음의 해상도가 개선됐는지 보컬같은 가사는 잘 들을 수 있었습니다. 전작은 저음이 좀 강하다는 느낌이 들었습니다. 그러나 튜닝의 문제인지 초고음이 출력될 땐 귀가 조금 따갑다고 느낄 정도로 강한 느낌이 들었습니다.코덱을 바꾼 영향인지 사과뮤직에서 무손실 음원을 들을 때 더 음장력이 좋아진 느낌도 들었습니다.통화품질은 이전부터 꽤 좋은 성능을 가지고 왔는데 이번 작은 그게 더욱 개선되어 이젠 서울 도심에서도 멀쩡하게 통화를 할 수 있을 정도 였습니다.배터리는 표기에 따르면 전작과 마찬가지로 노캔 ON 기준 5시간인데 실사용 시간은 4시간 40분~50분 정도 됩니다. 아쉽게도 개선이 되지 않았습니다. 요즘은 노이즈 캔슬링 무선 이어폰도 6시간에서 8시간은 가는 추세인데 정말 아쉽습니다. 크래들 포함은 그나마 오르긴 했지만 유닛 자체의 배터리가 부족하다고 느껴지네요.종합적으로 평가하자면 버즈 프로를 사용했던 분, 이어폰에 돈을 꽤 쓸 수 있는 분이라면 추천드릴 수 있습니다. 왜냐하면 위에 언급된 배터리를 제외한 대부분의 문제점을 제 사진처럼 이어팁을 메모리 폼팁으로 교체하면 해결되기 때문입니다. 하지만 대부분의 사용자 분들은 기본 이어팁을 사용하죠. 그렇기에 가성비를 중시하는 분이라면 버즈2로 가시는 것도 괜찮은 선택일겁니다.TMI : 저는 이어폰 관련하여 돈을 많이 사용하므로 폼팁까지 구매해 만족스럽게 쓰고 있습니다만... 그렇지 않은 일반 사용자들도 배려했으면 하는 마음이 있습니다. 그래서 다음 작엔 이어팁 퀄리티에도 신경을 써줬으면 좋겠습니다...*** 모든 평가는 기본 실리콘 이어팁을 기준으로 작성하였습니다. ***"
14,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",윰태히,5,서른다섯살도 신나게하는 버즈프로2최고,버즈라이브 사용하다가 이번에 버즈프로2로 갈아탔어요버즈라이브를 사용할 땐 중간에 음악이 끊기거나귀에서 자꾸 빠져서 정말 고생했거든요.^-^(제 귓구멍이 이상한건지ㅎㅎ저는 잘빠지고 귀가너무아팠어요ㅠㅠ그리고 전 버즈라이브를 사용하며 외이도염으로 고생했어요)그래서 버즈프로 전모델도 샀었는데 부모님한테 뺏기고 또뺏기고ㅋㅋ(그래서 전 버즈프로가 얼마나 착용감이 좋고 음질이 어떤지 몰라요)그러다가 이번에 마음먹고 버즈프로2를 구매했어요.가격은 올랐다가 계속 내려가네요.저는 하나카드로 할인받아서 구매했구요.(계속 가격이 내려가는것 같으니 시기 맞춰서 잘구매하세요! 이왕이면저렴하게 구매하는게 좋잖아여^^ 지금도 천원내려갔어요ㅎㅎ)쿠팡으로 낮에 받아보고 바로 충전하고음악을 듣고 있는데 너무 좋다는 말밖에 안나와요.음질이 너무 좋네요.버즈라이브에서 느낄수 없던 음질이예요.착용감도 너무 좋습니다.귀에 쏙들어가서 빠질일도 없을것 같구요^^버즈라이브랑은 다른 편안한 착용감이예요. 노이즈캔슬링기능도 좋습니다.저는 밖에서 한두시간씩 산책을 하는데요.버즈라이브를 들을때 노이즈캔슬링기능해놓아도 주변소리가 너무잘들렸어요.저는 사는곳이 수원인데요.공군비행장에서 꽤 먼곳에 사는데도소음때문에 고생했어요.비행기소음  엄청 나잖아요ㅠㅠ노이즈캔슬링기능해놓으니까 주변 비행기소리도 덜나고시끄러운 소리가 덜합니다.노이즈캔슬링을 끄면 바람소리.비행기소리 엄청나는데키면진짜 조용히 음악만 감상가능해요^^그리고 껏다켯다 비교해보는데 정말 확실히 달라요.그래서 음악에만 집중할수있어요.볼륨을 제일 낮게 낮춰도요.그래서 귀가 소음때문에 덜아파요.저는너무좋아요.방금 감탄했고 계속 감탄중이예요.방수기능은 뭐 물들어갈일이 없으니 잘모르겠고요.저는 지금 굉장히 만족하며 사용중입니다.신세계예요.제가 너무 칭찬이 과한건가싶고ㅋㅋㅋ너무 좋아요.저는 35살인데요ㅋㅋ 이어폰사고 이렇게 신날수가 있다니너무 행복해요.기계욕심없는 저였는데마음이 둥둥떠다녀요ㅎㅎ행복해용ㅋㅋ이렇게 기계하나로설렌건 첨이예요ㅎㅎ  ^^^^야호(한 달 정도 쓴 후기예요.일단은 지금도 불만족하는거 없이 정말 잘사용하고 있습니다.버즈라이브쓰면서는 외이도염으로 많이 고생하였었는데요.버즈프로는 제가 거의 매일 두시간 이상은끼고 사는데도외이도염xx음질도 아직까지 정말 만족합니다.바람소리가 세어들어오거나 거슬리는거 없어요.실수로 잃어버렸을때도 이어폰 찾는걸로 찾았는데 소리가커서 바로 찾을수 있었구요.충전 한번 해놓으면 다시 충전안해도일주일은 족히 가는듯해요.제돈제산으로 산 제품중 가장 만족스런 제품이고이 제품덕에 밖에 운동나가고 외출하는게 즐거워졌어요)
15,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",김*엘,5,"20만원, 비싸지만 제품에비해 가성비 넘치는제품","버즈1, 버즈+, 버즈라이브를 쓰다가 이제 슬슬 바꿀때가 됐나 싶어서, 장바구니에 쟁여놓고 2주정도 기다리다가! 가격이 20만원으로 더욱 파격적인 할인을 하길래 바로! 질렀습니다.음질,버즈2프로 > 버즈라이브착용감,버즈2프로 > 버즈라이브디자인, 버즈2프로 > 버즈라이브노이즈캔슬링, 전화통화버즈2프로 > 버즈라이브당연하겠지만 버즈2프로가 정말 모든면에서 앞섭니다!! 가격이 부담될순 있어도, 막상 써보면 가성비라는걸 느낄수 있으실겁니다!"
16,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김은지,5,버즈 프로와 비슷합니다.,"사실 막귀인라 음질 면에서는 버즈프로와 전체적으로 큰 차이는 모르겠지만,메탈(?)디자인이 덧씌워져 있었던 프로와 달리프로2는 깔끔한 파스텔톤으로 이루어져있어디자인이 더 귀여워졌다는 느낌을 받았네요.퍼플색이였으면 귀여운 느낌이 강하게 느껴졌을 것 같은데,제가 선택한 건 화이트라 귀엽기도 하지만, 깔끔하기도 해서 남녀노소 무난하게 사용할 수 있을 듯 합니다.또 유닛이 버즈 프로 1보다 조금 작아져서 그런지는 몰라도착용하고 있을 때 프로1보다 확실히 귀가 더 편안하긴 하더라구요!장시간 통화에도 귀가 덜 피곤해 좋았습니다."
17,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",체험단선수,5,역시나 역시했다,안녕하세요 체험단선수입니다 내돈내산 리얼후기입니다 본인은 버즈2  사용자였으며 몇번 못써보고오른쪽 유닛을 잃어 버려 한쪽만 다시 살까하다망설이다 버즈2  프로로 넘어온 케이스입니다.역시 구매후 매우만족하였고 탁월한 선택이다 생각했음버즈 사용자라면 아시다시피 간지납니다그리고 사용하기 편하고 좋습니다.한번 써본자들을 알지어다다시 돌아 오게된다는것을
18,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*열,4,음질 통화품질 구우웃 착용감은 너프,장점 및 단점 장점 1 음질 진짜 좋음 qcy같은거 듣는 막귀에게도 아 이게음질이라는거구나 라는 느낌을 받게해줌2 통화품질 진짜 좋아짐을 느낌 전작인 버즈2 부터 콩모양의 버즈라이브도 있는데 통화품질 불편함은 없었으나 약간의 불편 함은 있었는데 거의 폰으로 통화하는 느낌임 낮 10시의 서대문역 근처서 통화했었는데 통화 녹음으로 들었을경우 차소리가 거의 안들어옴 컴터 디스코드로 연결시에도 친구가 목소리 깨끗이 잘들린다고 함3 노캔 성능 좋음 겨울 넘어가는 시즌이라 귀가 시려서 이어폰 위에 귀마개 대신에 헤드폰 2만짜리 끼고다니는데 왠만한 버스같은거 아니면 차소리 거의 안들어옴 헤드폰 때문인가 해서 빼봤는데 느낌상 한 컴터 볼륨 max10 일때 1~2정도 차이만 나는거 보고 놀랬음4 주변소리 듣는거 엄청 깨끗하게 잘들림 직업상 유선전화 받을일이 많은데 사무실에서 주변소리 모드켜놓거있다가 이어폰위로 전화를받아도 소리가 위화감이 안느껴짐 단점1 케이스재질이 매트한 재질이다보니 은근 때가 잘탐이전 사용하던 케이스가 좀 오래사용해서 지저분했는데 몇일 끼고 다녔더니 바닥부분이 더러워져있어서 새케이스로 어쩔수없이 바꿨음2 역시 매트한 재질 때문인지 잘 모르겠으나 실리콘 케이스 사용시 은근히 케이스가 잘 벗겨짐 이거도 케이스 바꾸게된 이유중 하나임3 착용감도 버즈2에 비해선 너프가 확실함 주변소리 듣기 켜놓고 사무실에서 있는경우가 많은데 착용감 때문에 내가 이어폰 끼고 있다는 사실을 알게됨
19,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",호롱나무,5,등록된 헤드라인이 없습니다,진짜 버즈 프로2 나올 때까지 존버하고 있었는데 드디어 출시돼서 구매했는데 진짜 만족합니다ㅠㅠㅠ버즈 1세대랑 에어팟2 쓰고 있었는데 아이패드 빼곤 다 갤럭시라 에어팟은 연결성이 안좋았고버즈 1세대는 점점 배터리가 광탈하더라고요 그래서 바로 구매했습니다 ㅎ진짜 음질 너무 최고예요 음악들으면 이때까지 안들리던 악기들이 들려요?! 진짜 저음이 대박입니다..!!노캔도 너무 깔끔하게 잘되고 너무 맘에 들어요 ㅠㅠ그리고 버즈 프로는 되게 뭉특해서 귀에 꼽아봤을 때 별로였는데 버즈2프로는 넣었는데 귀가 편해요버즈 주문하면서 아즈라 이어팁 예구했는데 차음성도 너무 좋아서 새로 이어팁 안사도 될 것같아요재질도 무광매트한 재질이라 진짜 촉감도 부들부들하고 계속 만지고 싶어요 ㅎㅎ이때까지 버즈시리즈들(버즈라이브~)이랑 케이스 크기가 똑같아서 새제품인데도 살 수 있는 케이스가 다양해서 좋아요 ㅎ도로 옆에서 통화를 해도 잘 들리고 상대도 무난하게 제 말을 듣는것보니 통화품질도 좋은 것같습니다ㅎ+단점방금 밖에 걸으면서 찾은 단점이 있네용..노캔을 키면 모르겠는데 주변소리듣기로 들으면 그냥 버즈에서는 들리지 않았던 바람소리가 들립니다..윈드노이즈가 좀 심하네요ㅠ 밖에서 사용하려면 소음제거를 못끌 것같아요ㅠ242250에 구매했는데 너무 금방떨어지는 거 아니예요?ㅠㅠㅠㅠㅠㅠ
20,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",유*민,5,애매하네요...,"제가 2주 정도 사용을 했는데 맘에 안 드는게 몇가지 있어서 리뷰 날려요 참고할거 참고하고 몇개 알아서 걸러서 듣길....제가 기존에 버즈1을 사용 하다가 물에 빠져 음질이 안 좋아져서 새로 사게 됐습니다. 그래서 제가 비교할 수 있는 제품이 버즈 1이라서 참고해주세요.1. 음질: 저 같은 일반인이 듣기에도 차이가 나서 버즈2프로 은 처음 듣자마자 너무 좋아서 음질 부분은 너무 좋았습니다.2. 착용감: 제가 이것 때문에 리뷰를 쓰게 됐습니다. 처음에 유튜브나 리뷰를 보면 착용감이 괜찮고 잘 안떨어지고 잘 맞는다라고 해서 사게 됐는데 막상 사서 껴보니 엄청 떨어질듯 말듯 애매하게 껴지더라고요... 이어폰을 껴서 귀 아프다 이런건 없는데 이어폰이 자꾸 떨어질듯 말듯 해서 30분 동안 최소 8번은 다시 만져줘야지 다시 안 떨어지고 그 이후에 운동이나 걷고 있으면 더시 헐렁해져서 빠지더라고요.... 이게 진짜 너므 불편해요. 그리고 한 번 만질 때마다 노캔이 꺼졌다 커졌다하니깐 이것도 한 두번이지 자꾸하게 되니깐 귀찮음과 짜증이 쌓여요. 그냥 귀찮아서 안 만져서 꽉 다시 안끼우면 길거리나 땅에 떨어지거(사실 이러다가 몇번 떨궜음) 진짜 미치게 만들어요. 그래서 사기 전에 매장 가서 한 번 착용해 보시고 사시는거 추천해요 삼성은 늦게 살 수록 이득이에요.3.가격: 좀 비싸다고 느껴지만 없어서 스트레스 쌓이는 것보다 그냥 사는게 더 낫다고 생각해서 사긴 했지만, 계속 가격이 많이 떨어져요 제가 처음 봤을 때 22만 이였는데 지금 18만 까지 내려가네여... 지금 현재 이어폰이 있으면 천천히 고민해서 나중에 사시는것도 좋은 선택이 될거에요 가격이 많이 떨어지니까...."
21,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",손*석,5,에코시스템 완벽 대응. 삼성 이어폰의 플래그쉽 답다.,"워낙 많은분들이 사용하고 리뷰도 많은 제품이지만 개인적으로 오래전부터 미니음향기기에 관심을 가지고 사용하던 터라 리뷰를 적어봅니다.1. 디자인버즈 프로 1 을 사용했었는데, 아시다시피 그 제품은 착용감이 그다지 좋지는 않았습니다.외이도염 이슈도 있었고, 유닛 안쪽이 도톰한 형태라 걸리는 느낌도 있었고요.2 프로에서는 그런점이 모두 개선되었습니다.정확하게 안정적으로 착용이 가능해서 자리를 잡기 위해 이어폰을 만지거나 돌릴 이유가 없어졌고그러다보니 마찰이 될 일도 없어서 외이도염으로부터도 좀 더 안전하지 않나 싶네요.무광 블랙 (그라파이트)색상으로 구매했는데 개인적으로 좋아하는 컬러라 매우 만족합니다.블랙보다 명도가 약간 높은 매트블랙이라 보심됩니다 (흑연색)2. 음질만족합니다. 돌비애트모스 켜면 시원하고 맑은 느낌이고 EQ는 세세히 세팅하진 못하지만여러 프리셋으로 상황에 맞게 사용할수있고요. 이렇게 작은 유닛으로 이정도 깊이 있는 소리를 만들어주다니 놀랍습니다삼성보다는 AKG의 힘이겠죠 ㅋㅋ3. 기타 기능노이즈캔슬링은 제법 잘됩니다. 노캔계의 왕자 소니에 비할바는 아니지만일상 용도에서는 충분한 차음성을 보여줍니다.그외의 주변소리 듣기 등은 명확한 활용도가 없어서 평가가 어렵습니다 ㅎㅎ삼성 에코 특유의 반응은 무척 뛰어납니다.폰으로 음악듣다가 탭을 켜서 음악을 재생하면 자동으로 연결되는건편리를 넘어서 신기하기까지 하네요 ㅎㅎㅎ삼성 생태계를 세련되게 만들어주는 요소중 하나입니다.개인적으론 최고로 만족하고 있습니다.블랙 색상의 기기와 악세서리를 좋아해서조금 기다렸다가 준지 에디션으로 살껄하는 아쉬움이 좀 있네요 ㅠㅠ"
